order_book_id,date,institute,price_raw,price_prd,grd_coef,grd_prd,rice_create_tm,create_tm,half_year_target_price,quarter_recommendation,half_year_recommendation,one_year_target_price,one_year_recommendation
000598.XSHE,2012-03-05,中信证券,,,1,1,2024-06-26 17:28:29,2012-03-07 12:16:54,,1.0,,,
000598.XSHE,2012-03-12,中信证券,,,1,1,2024-06-26 17:26:48,2012-03-13 17:11:14,,1.0,,,
000598.XSHE,2012-03-19,中信证券,,,1,1,2024-06-26 17:24:45,2012-03-22 20:34:46,,1.0,,,
000598.XSHE,2012-03-19,西南证券,,,2,1,2024-06-26 17:29:07,2012-03-26 20:36:41,,2.0,,,
000598.XSHE,2012-03-20,长江证券,,,2,1,2024-06-26 17:27:06,2012-03-20 15:58:12,,2.0,,,
000598.XSHE,2012-03-26,中信证券,,,1,1,2024-06-26 17:27:08,2012-03-27 16:14:58,,1.0,,,
000598.XSHE,2012-04-05,中信证券,,,1,1,2024-06-26 17:28:19,2012-04-10 14:43:55,,1.0,,,
000598.XSHE,2012-04-06,申万宏源,,,3,1,2024-06-26 17:27:41,2012-04-09 11:13:54,,3.0,,,
000598.XSHE,2012-04-13,长江证券,,,2,1,2024-06-26 17:25:43,2012-04-13 20:30:32,,2.0,,,
000598.XSHE,2012-04-16,中信证券,,,1,1,2024-06-26 17:24:56,2012-04-16 20:31:13,,1.0,,,
000598.XSHE,2012-04-16,招商证券,10.0000,M06,1,1,2024-06-26 05:24:02,2012-04-16 12:27:54,10.0,1.0,,,
000598.XSHE,2012-04-23,中信证券,,,1,1,2024-06-26 17:27:54,2012-04-25 17:35:09,,1.0,,,
000598.XSHE,2012-04-26,申万宏源,,,3,1,2024-06-26 17:26:06,2012-04-26 20:33:52,,3.0,,,
000598.XSHE,2012-05-02,中信证券,,,1,1,2024-06-26 17:25:21,2012-05-02 20:42:58,,1.0,,,
000598.XSHE,2012-05-03,中信证券,,,1,1,2024-06-26 17:24:43,2012-05-03 20:59:15,,1.0,,,
000598.XSHE,2012-05-04,申万宏源,,,3,1,2024-06-26 17:29:03,2012-05-04 12:18:19,,3.0,,,
000598.XSHE,2012-05-07,中信证券,,,1,1,2024-06-26 17:24:41,2012-05-07 13:41:10,,1.0,,,
000598.XSHE,2012-05-14,中信证券,,,1,1,2024-06-26 17:28:47,2012-05-14 20:39:23,,1.0,,,
000598.XSHE,2012-05-21,中信证券,,,1,1,2024-06-26 17:26:55,2012-05-21 17:10:24,,1.0,,,
000598.XSHE,2012-05-22,中信证券,9.8000,M06,1,1,2024-06-26 05:24:01,2012-05-22 13:21:12,9.8,1.0,,,
000598.XSHE,2012-05-22,长江证券,,,2,1,2024-06-26 17:28:35,2012-05-23 10:52:39,,2.0,,,
000598.XSHE,2012-05-28,中信证券,,,1,1,2024-06-26 17:27:54,2012-05-28 17:31:21,,1.0,,,
000598.XSHE,2012-06-04,中信证券,,,1,1,2024-06-26 17:25:56,2012-06-04 20:34:43,,1.0,,,
000598.XSHE,2012-06-11,中信证券,,,1,1,2024-06-26 17:27:38,2012-06-11 11:54:56,,1.0,,,
000598.XSHE,2012-06-14,国信证券,,,1,1,2024-06-26 17:27:24,2012-06-14 11:36:37,,1.0,,,
000598.XSHE,2012-06-18,中信证券,,,1,1,2024-06-26 17:28:35,2012-06-18 20:42:39,,1.0,,,
000598.XSHE,2012-06-19,东莞证券,,,2,1,2024-06-26 17:25:28,2012-06-20 10:40:07,,2.0,,,
000598.XSHE,2012-06-25,中信证券,,,1,1,2024-06-26 17:24:21,2012-06-26 16:34:54,,1.0,,,
000598.XSHE,2012-06-27,中信证券,,,1,1,2024-06-26 17:26:10,2012-06-27 17:52:53,,1.0,,,
000598.XSHE,2012-07-02,中信证券,,,1,1,2024-06-26 17:25:40,2012-07-02 15:47:10,,1.0,,,
000598.XSHE,2012-07-09,中信证券,,,1,1,2024-06-26 17:26:07,2012-07-11 12:22:20,,1.0,,,
000598.XSHE,2012-07-16,中信证券,,,1,1,2024-06-26 17:26:33,2012-07-17 20:38:47,,1.0,,,
000598.XSHE,2012-07-23,申万宏源,,,3,1,2024-06-26 17:24:29,2012-07-23 20:51:01,,3.0,,,
000598.XSHE,2012-07-23,中信证券,,,1,1,2024-06-26 17:25:12,2012-07-23 20:51:01,,1.0,,,
000598.XSHE,2012-07-30,中信证券,,,1,1,2024-06-26 17:28:09,2012-07-30 20:47:39,,1.0,,,
000598.XSHE,2012-07-31,长江证券,,,2,1,2024-06-26 17:25:50,2012-07-31 20:45:13,,2.0,,,
000598.XSHE,2012-07-31,中信证券,9.1500,M06,1,1,2024-06-26 05:24:08,2012-07-31 20:45:13,9.15,1.0,,,
000598.XSHE,2012-08-06,中信证券,,,1,1,2024-06-26 17:26:30,2012-08-06 20:59:30,,1.0,,,
000598.XSHE,2012-08-09,中信证券,,,1,1,2024-06-26 17:28:52,2012-08-14 16:33:26,,1.0,,,
000598.XSHE,2012-08-13,中信证券,,,1,1,2024-06-26 17:26:48,2012-08-14 11:56:18,,1.0,,,
000598.XSHE,2012-08-20,中信证券,,,1,1,2024-06-26 17:26:42,2012-09-06 11:35:43,,1.0,,,
000598.XSHE,2012-08-22,中信证券,,,1,1,2024-06-26 17:28:09,2012-08-22 20:51:01,,1.0,,,
000598.XSHE,2012-08-27,中信证券,,,1,1,2024-06-26 17:28:30,2012-08-28 17:09:56,,1.0,,,
000598.XSHE,2012-08-30,长江证券,,,2,1,2024-06-26 17:27:00,2012-08-31 15:05:59,,2.0,,,
000598.XSHE,2012-08-31,中信证券,8.9600,M06,1,1,2024-06-26 05:24:11,2012-09-03 21:00:22,8.96,1.0,,,
000598.XSHE,2012-09-03,中信证券,,,1,1,2024-06-26 17:24:20,2012-09-04 14:15:35,,1.0,,,
000598.XSHE,2012-09-04,中信证券,,,1,1,2024-06-26 17:25:09,2012-09-04 16:53:16,,1.0,,,
000598.XSHE,2012-09-10,东莞证券,,,2,1,2024-06-26 17:24:37,2012-09-10 17:51:44,,2.0,,,
000598.XSHE,2012-09-10,中信证券,,,1,1,2024-06-26 17:27:45,2012-09-11 16:32:01,,1.0,,,
000598.XSHE,2012-09-12,中信证券,,,1,1,2024-06-26 17:26:19,2012-09-12 20:45:04,,1.0,,,
000598.XSHE,2012-09-17,中信证券,,,1,1,2024-06-26 17:26:14,2012-09-17 16:20:39,,1.0,,,
000598.XSHE,2012-09-24,长江证券,,,2,1,2024-06-26 17:26:02,2012-09-25 13:44:16,,2.0,,,
000598.XSHE,2012-09-24,中信证券,,,1,1,2024-06-26 17:27:19,2012-09-24 16:53:21,,1.0,,,
000598.XSHE,2012-09-25,山西证券,,,2,1,2024-06-26 17:25:12,2012-09-27 10:11:30,,2.0,,,
000598.XSHE,2012-09-25,中信证券,8.3000,M06,1,1,2024-06-26 05:24:34,2012-09-25 17:53:47,8.3,1.0,,,
000598.XSHE,2012-10-08,中信证券,,,1,1,2024-06-26 17:28:15,2012-10-08 17:30:45,,1.0,,,
000598.XSHE,2012-10-12,中信证券,,,1,1,2024-06-26 17:27:29,2012-10-13 11:54:29,,1.0,,,
000598.XSHE,2012-10-15,中信证券,,,1,1,2024-06-26 17:28:32,2012-10-16 17:09:27,,1.0,,,
000598.XSHE,2012-10-22,中信证券,,,1,1,2024-06-26 17:27:09,2012-10-22 20:36:07,,1.0,,,
000598.XSHE,2012-10-26,中信证券,8.3000,M06,1,1,2024-06-26 05:24:16,2012-10-26 20:29:08,8.3,1.0,,,
000598.XSHE,2012-10-26,长江证券,,,2,1,2024-06-26 17:26:59,2012-10-27 13:59:47,,2.0,,,
000598.XSHE,2012-10-26,天相投顾,,,2,1,2024-06-26 17:29:11,2012-10-26 20:29:08,,2.0,,,
000598.XSHE,2012-10-29,山西证券,,,2,1,2024-06-26 17:27:31,2012-10-31 15:23:56,,2.0,,,
000598.XSHE,2012-11-01,中信证券,,,1,1,2024-06-26 17:24:28,2012-11-02 16:10:40,,1.0,,,
000598.XSHE,2012-11-05,中信证券,,,1,1,2024-06-26 17:28:09,2012-11-05 15:03:43,,1.0,,,
000598.XSHE,2012-11-07,申万宏源,,,3,1,2024-06-26 17:24:35,2012-11-07 12:12:15,,3.0,,,
000598.XSHE,2012-11-12,天相投顾,,,2,1,2024-06-26 17:25:09,2012-11-12 16:49:08,,2.0,,,
000598.XSHE,2012-11-12,中信证券,,,1,1,2024-06-26 17:27:04,2012-11-12 16:49:08,,1.0,,,
000598.XSHE,2012-11-19,中信证券,,,1,1,2024-06-26 17:26:52,2012-11-26 16:06:26,,1.0,,,
000598.XSHE,2012-11-19,长江证券,,,2,1,2024-06-26 17:28:12,2012-11-21 15:17:01,,2.0,,,
000598.XSHE,2012-11-20,中信证券,8.9000,M06,1,1,2024-06-26 05:24:19,2012-11-20 17:30:13,8.9,1.0,,,
000598.XSHE,2012-11-20,国信证券,8.2500,M06,1,1,2024-06-26 05:24:34,2012-11-20 13:48:17,8.25,1.0,,,
000598.XSHE,2012-11-26,中信证券,,,1,1,2024-06-26 17:27:41,2012-11-26 22:45:44,,1.0,,,
000598.XSHE,2012-11-28,申万宏源,,,3,1,2024-06-26 17:26:51,2012-11-28 15:46:21,,3.0,,,
000598.XSHE,2012-12-03,中信证券,,,1,1,2024-06-26 17:28:12,2012-12-04 14:21:52,,1.0,,,
000598.XSHE,2012-12-10,中信证券,,,1,1,2024-06-26 17:25:17,2012-12-10 22:24:05,,1.0,,,
000598.XSHE,2012-12-12,中信证券,,,1,1,2024-06-26 17:25:20,2012-12-13 15:53:10,,1.0,,,
000598.XSHE,2012-12-12,渤海证券,,,2,1,2024-06-26 17:27:25,2012-12-12 16:34:05,,2.0,,,
000598.XSHE,2012-12-17,中信证券,,,1,1,2024-06-26 17:25:52,2012-12-17 21:56:27,,1.0,,,
000598.XSHE,2012-12-24,中信证券,,,1,1,2024-06-26 17:27:37,2012-12-24 16:54:28,,1.0,,,
000598.XSHE,2012-12-25,申万宏源,,,3,1,2024-06-26 17:26:15,2012-12-28 17:57:00,,3.0,,,
000598.XSHE,2012-12-25,天风证券,,,2,1,2024-06-26 17:28:26,2012-12-28 11:48:34,,2.0,,,
000598.XSHE,2012-12-31,中信证券,,,1,1,2024-06-26 17:28:04,2012-12-31 17:34:15,,1.0,,,
000598.XSHE,2013-01-07,中信证券,,,1,1,2024-06-26 17:24:45,2013-01-07 17:10:55,,1.0,,,
000598.XSHE,2013-01-14,中信证券,,,1,1,2024-06-26 17:26:06,2013-01-14 17:56:23,,1.0,,,
000598.XSHE,2013-01-16,申万宏源,,,3,1,2024-06-26 17:26:43,2013-01-16 17:56:39,,3.0,,,
000598.XSHE,2013-01-20,宏源证券,,,1,1,2024-06-26 17:28:29,2013-01-21 17:33:21,,1.0,,,
000598.XSHE,2013-01-21,中信证券,,,1,1,2024-06-26 17:27:14,2013-01-21 21:30:22,,1.0,,,
000598.XSHE,2013-01-28,中信证券,,,1,1,2024-06-26 17:26:26,2013-01-28 21:30:18,,1.0,,,
000598.XSHE,2013-01-31,渤海证券,,,2,1,2024-06-26 17:28:04,2013-01-31 21:30:39,,2.0,,,
000598.XSHE,2013-02-04,中信证券,,,1,1,2024-06-26 17:26:09,2013-02-04 17:36:22,,1.0,,,
000598.XSHE,2013-02-18,中信证券,,,1,1,2024-06-26 17:26:29,2013-02-18 21:30:58,,1.0,,,
000598.XSHE,2013-02-19,申万宏源,,,3,1,2024-06-26 17:26:36,2013-02-19 21:30:17,,3.0,,,
000598.XSHE,2013-02-19,华创证券,,,2,1,2024-06-26 17:28:05,2013-02-22 17:33:28,,2.0,,,
000598.XSHE,2013-02-19,中信证券,10.3000,M06,1,1,2024-06-26 05:24:37,2013-02-19 21:30:17,10.3,1.0,,,
000598.XSHE,2013-02-25,中信证券,,,1,1,2024-06-26 17:24:34,2013-02-25 17:56:51,,1.0,,,
000598.XSHE,2013-03-04,中信证券,,,1,1,2024-06-26 17:27:20,2013-03-04 21:31:50,,1.0,,,
000598.XSHE,2013-03-04,方正证券,,,2,1,2024-06-26 17:28:53,2013-03-05 17:34:30,,2.0,,,
000598.XSHE,2013-03-06,中信证券,,,1,1,2024-06-26 17:27:04,2013-03-06 16:01:57,,1.0,,,
000598.XSHE,2013-03-11,中信证券,,,1,1,2024-06-26 17:27:29,2013-03-11 14:52:35,,1.0,,,
000598.XSHE,2013-03-14,华创证券,,,2,1,2024-06-26 17:25:46,2013-03-15 17:10:37,,2.0,,,
000598.XSHE,2013-03-14,长江证券,,,2,1,2024-06-26 17:28:27,2013-03-15 17:10:37,,2.0,,,
000598.XSHE,2013-03-14,方正证券,,,2,1,2024-06-26 17:28:38,2013-03-15 17:10:37,,2.0,,,
000598.XSHE,2013-03-15,银河证券,,,1,1,2024-06-26 17:26:07,2013-03-18 21:30:54,,1.0,,,
000598.XSHE,2013-03-15,东莞证券,,,1,1,2024-06-26 17:27:31,2013-03-18 21:30:54,,1.0,,,
000598.XSHE,2013-03-15,招商证券,10.5000,M06,1,1,2024-06-26 05:24:27,2013-03-15 17:10:37,10.5,1.0,,,
000598.XSHE,2013-03-15,中信证券,11.4000,M06,1,1,2024-06-26 05:24:37,2013-03-15 17:10:37,11.4,1.0,,,
000598.XSHE,2013-03-18,中信证券,,,1,1,2024-06-26 17:27:06,2013-03-18 14:52:18,,1.0,,,
000598.XSHE,2013-03-19,渤海证券,,,2,1,2024-06-26 17:26:13,2013-03-19 21:32:09,,2.0,,,
000598.XSHE,2013-03-22,西南证券,,,2,1,2024-06-26 17:26:50,2013-03-22 21:31:56,,2.0,,,
000598.XSHE,2013-03-25,中信证券,,,1,1,2024-06-26 17:26:01,2013-03-25 21:32:33,,1.0,,,
000598.XSHE,2013-03-27,申万宏源,,,3,1,2024-06-26 17:26:22,2013-03-27 21:31:18,,3.0,,,
000598.XSHE,2013-03-29,方正证券,,,2,1,2024-06-26 17:24:52,2013-04-02 07:36:28,,2.0,,,
000598.XSHE,2013-04-08,中信证券,,,1,1,2024-06-26 17:25:53,2013-04-08 18:04:39,,1.0,,,
000598.XSHE,2013-04-10,中信证券,12.5000,M06,1,1,2024-06-26 05:23:55,2013-04-10 21:31:21,12.5,1.0,,,
000598.XSHE,2013-04-10,方正证券,,,2,1,2024-06-26 17:25:26,2013-04-11 21:31:23,,2.0,,,
000598.XSHE,2013-04-10,国信证券,,,1,1,2024-06-26 17:26:08,2013-04-10 21:31:21,,1.0,,,
000598.XSHE,2013-04-10,招商证券,,,2,1,2024-06-26 17:28:04,2013-04-10 16:25:16,,2.0,,,
000598.XSHE,2013-04-15,中信证券,,,1,1,2024-06-26 17:25:01,2013-04-15 21:31:09,,1.0,,,
000598.XSHE,2013-04-22,中信证券,,,1,1,2024-06-26 17:27:43,2013-04-22 21:53:11,,1.0,,,
000598.XSHE,2013-05-02,东莞证券,,,1,1,2024-06-26 17:24:37,2013-05-03 15:15:14,,1.0,,,
000598.XSHE,2013-05-02,中信证券,,,1,1,2024-06-26 17:28:14,2013-05-02 21:31:23,,1.0,,,
000598.XSHE,2013-05-03,中信证券,,,1,1,2024-06-26 17:29:09,2013-05-03 21:30:57,,1.0,,,
000598.XSHE,2013-05-06,中信证券,,,1,1,2024-06-26 17:25:37,2013-05-06 21:30:12,,1.0,,,
000598.XSHE,2013-05-07,中信证券,,,1,1,2024-06-26 17:28:39,2013-05-07 17:56:13,,1.0,,,
000598.XSHE,2013-05-12,光大证券,7.5000,M06,1,1,2024-06-26 05:24:10,2013-05-13 10:16:34,7.5,1.0,,,
000598.XSHE,2013-05-13,中信证券,,,1,1,2024-06-26 17:27:50,2013-05-13 17:56:35,,1.0,,,
000598.XSHE,2013-05-15,东海证券,,,2,1,2024-06-26 17:26:15,2013-05-21 17:56:11,,2.0,,,
000598.XSHE,2013-05-17,东莞证券,,,1,1,2024-06-26 17:28:14,2013-05-20 21:30:45,,1.0,,,
000598.XSHE,2013-05-20,中信证券,,,1,1,2024-06-26 17:27:37,2013-05-20 21:30:45,,1.0,,,
000598.XSHE,2013-05-27,申万宏源,,,3,1,2024-06-26 17:25:42,2013-05-27 17:56:11,,3.0,,,
000598.XSHE,2013-05-27,中信证券,,,1,1,2024-06-26 17:27:04,2013-05-27 17:56:11,,1.0,,,
000598.XSHE,2013-06-03,中信证券,,,1,1,2024-06-26 17:29:02,2013-06-03 21:32:06,,1.0,,,
000598.XSHE,2013-06-13,中信证券,,,1,1,2024-06-26 17:28:07,2013-06-13 21:30:11,,1.0,,,
000598.XSHE,2013-06-14,渤海证券,,,2,1,2024-06-26 17:25:47,2013-06-15 11:02:09,,2.0,,,
000598.XSHE,2013-06-14,东莞证券,,,1,1,2024-06-26 17:27:52,2013-06-17 17:33:12,,1.0,,,
000598.XSHE,2013-06-14,中信证券,,,1,1,2024-06-26 17:29:03,2013-06-14 21:30:22,,1.0,,,
000598.XSHE,2013-06-17,中信证券,,,1,1,2024-06-26 17:25:57,2013-06-17 21:30:47,,1.0,,,
000598.XSHE,2013-06-18,中信证券,,,1,1,2024-06-26 17:28:37,2013-06-18 21:30:38,,1.0,,,
000598.XSHE,2013-06-24,中信证券,,,1,1,2024-06-26 17:25:27,2013-06-24 17:56:19,,1.0,,,
000598.XSHE,2013-06-26,中信证券,,,1,1,2024-06-26 17:28:48,2013-06-26 21:30:16,,1.0,,,
000598.XSHE,2013-06-27,渤海证券,,,2,1,2024-06-26 17:25:53,2013-06-27 17:56:18,,2.0,,,
000598.XSHE,2013-07-02,中信证券,,,1,1,2024-06-26 17:27:49,2013-07-02 21:30:43,,1.0,,,
000598.XSHE,2013-07-04,渤海证券,,,2,1,2024-06-26 17:26:55,2013-07-04 17:56:10,,2.0,,,
000598.XSHE,2013-07-05,东莞证券,,,1,1,2024-06-26 17:26:58,2013-07-09 21:31:19,,1.0,,,
000598.XSHE,2013-07-08,中信证券,,,1,1,2024-06-26 17:24:28,2013-07-08 21:30:56,,1.0,,,
000598.XSHE,2013-07-09,招商证券,,,2,1,2024-06-26 17:27:20,2013-07-10 11:48:13,,2.0,,,
000598.XSHE,2013-07-15,中信证券,,,1,1,2024-06-26 17:25:20,2013-07-15 21:30:12,,1.0,,,
000598.XSHE,2013-07-18,华创证券,,,2,1,2024-06-26 17:27:39,2013-07-19 17:57:21,,2.0,,,
000598.XSHE,2013-07-19,银河证券,,,1,1,2024-06-26 17:24:30,2013-07-22 21:30:12,,1.0,,,
000598.XSHE,2013-07-19,招商证券,,,2,1,2024-06-26 17:24:40,2013-07-19 17:57:21,,2.0,,,
000598.XSHE,2013-07-19,申万宏源,,,3,1,2024-06-26 17:24:53,2013-07-19 17:57:21,,3.0,,,
000598.XSHE,2013-07-19,中信证券,6.0000,M06,1,1,2024-06-26 05:24:03,2013-07-19 09:54:25,6.0,1.0,,,
000598.XSHE,2013-07-19,上海证券,,,2,1,2024-06-26 17:27:20,2013-07-22 21:30:12,,2.0,,,
000598.XSHE,2013-07-19,长江证券,,,2,1,2024-06-26 17:28:21,2013-07-19 17:57:21,,2.0,,,
000598.XSHE,2013-07-22,中信证券,,,1,1,2024-06-26 17:28:54,2013-07-22 21:30:12,,1.0,,,
000598.XSHE,2013-07-24,申万宏源,,,3,1,2024-06-26 17:24:46,2013-07-25 09:08:20,,3.0,,,
000598.XSHE,2013-07-28,华创证券,,,2,1,2024-06-26 17:25:09,2013-07-29 21:31:15,,2.0,,,
000598.XSHE,2013-07-30,中信证券,,,1,1,2024-06-26 17:26:11,2013-07-30 17:56:19,,1.0,,,
000598.XSHE,2013-08-01,中信证券,,,1,1,2024-06-26 17:24:38,2013-08-01 17:56:25,,1.0,,,
000598.XSHE,2013-08-05,中信证券,,,1,1,2024-06-26 17:27:51,2013-08-05 21:30:24,,1.0,,,
000598.XSHE,2013-08-06,申万宏源,,,3,1,2024-06-26 17:26:00,2013-08-06 17:56:15,,3.0,,,
000598.XSHE,2013-08-08,渤海证券,,,2,1,2024-06-26 17:24:35,2013-08-08 17:56:27,,2.0,,,
000598.XSHE,2013-08-12,申万宏源,,,3,1,2024-06-26 17:25:33,2013-08-12 21:30:56,,3.0,,,
000598.XSHE,2013-08-12,中信证券,,,1,1,2024-06-26 17:27:31,2013-08-12 21:30:58,,1.0,,,
000598.XSHE,2013-08-19,中信证券,,,1,1,2024-06-26 17:28:11,2013-08-19 21:31:04,,1.0,,,
000598.XSHE,2013-08-20,中信证券,,,1,1,2024-06-26 17:27:03,2013-08-20 21:30:33,,1.0,,,
000598.XSHE,2013-08-26,中信证券,,,1,1,2024-06-26 17:24:59,2013-08-26 21:30:28,,1.0,,,
000598.XSHE,2013-09-02,中信证券,,,1,1,2024-06-26 17:25:58,2013-09-02 15:15:16,,1.0,,,
000598.XSHE,2013-09-06,中信证券,,,1,1,2024-06-26 17:28:21,2013-09-07 10:39:47,,1.0,,,
000598.XSHE,2013-09-09,中信证券,,,1,1,2024-06-26 17:27:22,2013-09-10 16:47:48,,1.0,,,
000598.XSHE,2013-09-12,东莞证券,,,1,1,2024-06-26 17:27:56,2013-09-13 11:25:40,,1.0,,,
000598.XSHE,2013-09-13,中信证券,,,1,1,2024-06-26 17:27:25,2013-09-13 17:56:14,,1.0,,,
000598.XSHE,2013-09-16,中信证券,,,1,1,2024-06-26 17:26:00,2013-09-16 15:38:51,,1.0,,,
000598.XSHE,2013-09-23,中信证券,,,1,1,2024-06-26 17:24:44,2013-09-24 10:17:00,,1.0,,,
000598.XSHE,2013-09-24,中信证券,,,1,1,2024-06-26 17:25:35,2013-09-24 11:48:52,,1.0,,,
000598.XSHE,2013-09-30,中信证券,,,1,1,2024-06-26 17:29:12,2013-09-30 11:25:13,,1.0,,,
000598.XSHE,2013-10-08,中信证券,,,1,1,2024-06-26 17:24:35,2013-10-08 14:30:04,,1.0,,,
000598.XSHE,2013-10-11,中信证券,,,1,1,2024-06-26 17:25:26,2013-10-11 15:15:35,,1.0,,,
000598.XSHE,2013-10-14,中信证券,,,1,1,2024-06-26 17:26:59,2013-10-14 17:33:26,,1.0,,,
000598.XSHE,2013-10-15,长江证券,,,2,1,2024-06-26 17:27:21,2013-10-16 21:31:01,,2.0,,,
000598.XSHE,2013-10-15,申万宏源,,,3,1,2024-06-26 17:28:41,2013-10-15 17:56:16,,3.0,,,
000598.XSHE,2013-10-16,中信证券,6.1600,M06,1,1,2024-06-26 05:23:54,2013-10-16 21:30:59,6.16,1.0,,,
000598.XSHE,2013-10-16,上海证券,,,2,1,2024-06-26 17:25:02,2013-10-16 21:30:59,,2.0,,,
000598.XSHE,2013-10-16,招商证券,6.0000,M06,2,1,2024-06-26 05:24:07,2013-10-16 21:30:59,6.0,2.0,,,
000598.XSHE,2013-10-17,中信证券,,,1,1,2024-06-26 17:25:28,2013-10-17 21:31:21,,1.0,,,
000598.XSHE,2013-10-21,中信证券,,,1,1,2024-06-26 17:25:29,2013-10-22 17:56:16,,1.0,,,
000598.XSHE,2013-10-28,中信证券,,,1,1,2024-06-26 17:28:34,2013-10-29 21:30:29,,1.0,,,
000598.XSHE,2013-11-04,中信证券,,,1,1,2024-06-26 17:29:09,2013-11-05 10:39:45,,1.0,,,
000598.XSHE,2013-11-05,中信证券,,,1,1,2024-06-26 17:25:06,2013-11-05 15:16:02,,1.0,,,
000598.XSHE,2013-11-08,东莞证券,,,2,1,2024-06-26 17:29:21,2013-11-11 11:25:28,,2.0,,,
000598.XSHE,2013-11-11,中信证券,,,1,1,2024-06-26 17:29:06,2013-11-11 16:48:08,,1.0,,,
000598.XSHE,2013-11-13,中信证券,,,1,1,2024-06-26 17:24:35,2013-11-13 14:30:05,,1.0,,,
000598.XSHE,2013-11-18,中信证券,,,1,1,2024-06-26 17:29:17,2013-11-18 16:02:18,,1.0,,,
000598.XSHE,2013-11-25,申万宏源,,,3,1,2024-06-26 17:24:43,2013-11-25 17:56:18,,3.0,,,
000598.XSHE,2013-11-25,中信证券,,,1,1,2024-06-26 17:25:06,2013-11-25 17:56:18,,1.0,,,
000598.XSHE,2013-12-02,中信证券,,,1,1,2024-06-26 17:26:40,2013-12-02 21:31:10,,1.0,,,
000598.XSHE,2013-12-06,东莞证券,,,2,1,2024-06-26 17:26:44,2013-12-12 21:30:32,,2.0,,,
000598.XSHE,2013-12-10,中信证券,,,1,1,2024-06-26 17:25:33,2013-12-10 17:33:55,,1.0,,,
000598.XSHE,2013-12-10,爱建证券,,,3,1,2024-06-26 17:28:21,2013-12-11 11:25:24,,3.0,,,
000598.XSHE,2013-12-11,中信证券,,,2,1,2024-06-26 17:27:29,2013-12-11 17:11:14,,2.0,,,
000598.XSHE,2013-12-16,中信证券,,,2,1,2024-06-26 17:25:33,2013-12-17 09:53:31,,2.0,,,
000598.XSHE,2013-12-23,中信证券,,,2,1,2024-06-26 17:26:03,2013-12-24 21:31:03,,2.0,,,
000598.XSHE,2013-12-25,天风证券,,,2,1,2024-06-26 17:26:53,2013-12-27 11:49:04,,2.0,,,
000598.XSHE,2013-12-26,爱建证券,,,3,1,2024-06-26 17:28:04,2013-12-26 17:56:18,,3.0,,,
000598.XSHE,2013-12-30,中信证券,,,2,1,2024-06-26 17:28:15,2013-12-31 21:30:22,,2.0,,,
000598.XSHE,2014-01-02,中信证券,,,2,1,2024-06-26 17:27:17,2014-01-02 17:57:00,,2.0,,,
000598.XSHE,2014-01-06,中信证券,,,2,1,2024-06-26 17:24:29,2014-01-06 21:30:19,,2.0,,,
000598.XSHE,2014-01-13,中信证券,,,2,1,2024-06-26 17:26:49,2014-01-13 21:30:26,,2.0,,,
000598.XSHE,2014-01-16,招商证券,,,2,1,2024-06-26 17:28:52,2014-01-20 17:58:52,,2.0,,,
000598.XSHE,2014-01-20,中信证券,,,2,1,2024-06-26 17:26:10,2014-01-21 17:56:49,,2.0,,,
000598.XSHE,2014-01-27,中信证券,,,2,1,2024-06-26 17:28:29,2014-01-28 21:30:29,,2.0,,,
000598.XSHE,2014-01-30,东莞证券,,,2,1,2024-06-26 17:25:32,2014-02-07 11:02:15,,2.0,,,
000598.XSHE,2014-02-10,中信证券,,,2,1,2024-06-26 17:24:24,2014-02-10 21:30:14,,2.0,,,
000598.XSHE,2014-02-17,中信证券,,,2,1,2024-06-26 17:28:10,2014-02-18 17:56:40,,2.0,,,
000598.XSHE,2014-02-24,中信证券,,,2,1,2024-06-26 17:24:47,2014-02-24 21:30:17,,2.0,,,
000598.XSHE,2014-02-25,上海证券,,,2,1,2024-06-26 17:24:37,2014-02-25 17:56:40,,2.0,,,
000598.XSHE,2014-02-25,海通证券,5.7900,M06,2,1,2024-06-26 05:24:30,2014-02-25 12:57:24,5.79,2.0,,,
000598.XSHE,2014-03-03,东莞证券,,,2,1,2024-06-26 17:24:53,2014-03-03 14:06:37,,2.0,,,
000598.XSHE,2014-03-03,中信证券,,,2,1,2024-06-26 17:29:22,2014-03-04 17:56:54,,2.0,,,
000598.XSHE,2014-03-06,中信证券,,,2,1,2024-06-26 17:24:38,2014-03-06 17:57:07,,2.0,,,
000598.XSHE,2014-03-10,中信证券,,,2,1,2024-06-26 17:25:44,2014-03-10 21:30:22,,2.0,,,
000598.XSHE,2014-03-17,中信证券,,,2,1,2024-06-26 17:27:05,2014-03-18 17:56:50,,2.0,,,
000598.XSHE,2014-03-24,中信证券,,,2,1,2024-06-26 17:25:05,2014-03-24 17:56:43,,2.0,,,
000598.XSHE,2014-03-31,中信证券,,,2,1,2024-06-26 17:28:24,2014-04-01 21:31:17,,2.0,,,
000598.XSHE,2014-04-01,东莞证券,,,2,1,2024-06-26 17:27:31,2014-04-02 21:30:20,,2.0,,,
000598.XSHE,2014-04-01,爱建证券,,,2,1,2024-06-26 17:28:26,2014-04-02 15:15:16,,2.0,,,
000598.XSHE,2014-04-09,中信证券,,,2,1,2024-06-26 17:28:47,2014-04-09 15:38:26,,2.0,,,
